,suicide_country,suicide_year,sex,age,suicides_no,population,suicides/100k pop,gdp_for_year ($),gdp_per_capita ($),Generation,WHR2018Chapter2OnlineData_country,WHR2018Chapter2OnlineData_year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Democratic Quality,Delivery Quality,Standard deviation of ladder by country-year,Standard deviation/Mean of ladder by country-year,GINI index (World Bank estimate).1
6475,Turkey,2010,female,5-14 years,25,6182454,0.4,7.72E+11,11525,Generation Z,Turkey,2010,5.490347385,9.795861244,0.794905484,64.21484375,0.514920354,-0.19555001,0.810895741,0.651792586,0.327065974,0.545994282,-0.500053108,0.18338789,2.0405538080000003,0.37166205,0.403076923
6476,Turkey,2011,male,75+ years,45,860492,5.23,8.33E+11,12237,Silent,Turkey,2011,5.271944046000001,9.886386871000001,0.6919016840000001,64.45349121,0.44560664899999997,-0.250811964,0.6485962270000001,0.621293306,0.379784316,0.5962018370000001,-0.548423886,0.20949310100000001,2.52183795,0.478350669,0.403076923
6477,Turkey,2011,male,55-74 years,162,4380447,3.7,8.33E+11,12237,Boomers,Turkey,2011,5.271944046000001,9.886386871000001,0.6919016840000001,64.45349121,0.44560664899999997,-0.250811964,0.6485962270000001,0.621293306,0.379784316,0.5962018370000001,-0.548423886,0.20949310100000001,2.52183795,0.478350669,0.403076923
6478,Turkey,2011,male,35-54 years,266,9478566,2.81,8.33E+11,12237,Generation X,Turkey,2011,5.271944046000001,9.886386871000001,0.6919016840000001,64.45349121,0.44560664899999997,-0.250811964,0.6485962270000001,0.621293306,0.379784316,0.5962018370000001,-0.548423886,0.20949310100000001,2.52183795,0.478350669,0.403076923
6479,Turkey,2011,male,25-34 years,180,6458549,2.79,8.33E+11,12237,Millenials,Turkey,2011,5.271944046000001,9.886386871000001,0.6919016840000001,64.45349121,0.44560664899999997,-0.250811964,0.6485962270000001,0.621293306,0.379784316,0.5962018370000001,-0.548423886,0.20949310100000001,2.52183795,0.478350669,0.403076923
6480,Turkey,2011,male,15-24 years,177,6416997,2.76,8.33E+11,12237,Millenials,Turkey,2011,5.271944046000001,9.886386871000001,0.6919016840000001,64.45349121,0.44560664899999997,-0.250811964,0.6485962270000001,0.621293306,0.379784316,0.5962018370000001,-0.548423886,0.20949310100000001,2.52183795,0.478350669,0.403076923
6481,Turkey,2011,female,15-24 years,83,6126637,1.35,8.33E+11,12237,Millenials,Turkey,2011,5.271944046000001,9.886386871000001,0.6919016840000001,64.45349121,0.44560664899999997,-0.250811964,0.6485962270000001,0.621293306,0.379784316,0.5962018370000001,-0.548423886,0.20949310100000001,2.52183795,0.478350669,0.403076923
6482,Turkey,2011,female,75+ years,15,1274924,1.18,8.33E+11,12237,Silent,Turkey,2011,5.271944046000001,9.886386871000001,0.6919016840000001,64.45349121,0.44560664899999997,-0.250811964,0.6485962270000001,0.621293306,0.379784316,0.5962018370000001,-0.548423886,0.20949310100000001,2.52183795,0.478350669,0.403076923
6483,Turkey,2011,female,25-34 years,60,6266330,0.96,8.33E+11,12237,Millenials,Turkey,2011,5.271944046000001,9.886386871000001,0.6919016840000001,64.45349121,0.44560664899999997,-0.250811964,0.6485962270000001,0.621293306,0.379784316,0.5962018370000001,-0.548423886,0.20949310100000001,2.52183795,0.478350669,0.403076923
6484,Turkey,2011,female,35-54 years,82,9296163,0.88,8.33E+11,12237,Generation X,Turkey,2011,5.271944046000001,9.886386871000001,0.6919016840000001,64.45349121,0.44560664899999997,-0.250811964,0.6485962270000001,0.621293306,0.379784316,0.5962018370000001,-0.548423886,0.20949310100000001,2.52183795,0.478350669,0.403076923
6485,Turkey,2011,female,55-74 years,35,4781947,0.73,8.33E+11,12237,Boomers,Turkey,2011,5.271944046000001,9.886386871000001,0.6919016840000001,64.45349121,0.44560664899999997,-0.250811964,0.6485962270000001,0.621293306,0.379784316,0.5962018370000001,-0.548423886,0.20949310100000001,2.52183795,0.478350669,0.403076923
6486,Turkey,2011,female,5-14 years,23,6178913,0.37,8.33E+11,12237,Generation Z,Turkey,2011,5.271944046000001,9.886386871000001,0.6919016840000001,64.45349121,0.44560664899999997,-0.250811964,0.6485962270000001,0.621293306,0.379784316,0.5962018370000001,-0.548423886,0.20949310100000001,2.52183795,0.478350669,0.403076923
6487,Turkey,2011,male,5-14 years,20,6514392,0.31,8.33E+11,12237,Generation Z,Turkey,2011,5.271944046000001,9.886386871000001,0.6919016840000001,64.45349121,0.44560664899999997,-0.250811964,0.6485962270000001,0.621293306,0.379784316,0.5962018370000001,-0.548423886,0.20949310100000001,2.52183795,0.478350669,0.403076923
6488,Turkey,2012,male,75+ years,58,886919,6.54,8.74E+11,12671,Silent,Turkey,2012,5.309076309,9.917490959,0.7392805809999999,64.68478394,0.47090321799999996,-0.22477886100000002,0.701850235,0.644781053,0.334832817,0.53099966,-0.713732719,0.255665541,1.974840164,0.371974349,0.403076923
6489,Turkey,2012,male,35-54 years,399,9718299,4.11,8.74E+11,12671,Generation X,Turkey,2012,5.309076309,9.917490959,0.7392805809999999,64.68478394,0.47090321799999996,-0.22477886100000002,0.701850235,0.644781053,0.334832817,0.53099966,-0.713732719,0.255665541,1.974840164,0.371974349,0.403076923
6490,Turkey,2012,male,55-74 years,180,4532575,3.97,8.74E+11,12671,Boomers,Turkey,2012,5.309076309,9.917490959,0.7392805809999999,64.68478394,0.47090321799999996,-0.22477886100000002,0.701850235,0.644781053,0.334832817,0.53099966,-0.713732719,0.255665541,1.974840164,0.371974349,0.403076923
6491,Turkey,2012,male,25-34 years,227,6494243,3.5,8.74E+11,12671,Millenials,Turkey,2012,5.309076309,9.917490959,0.7392805809999999,64.68478394,0.47090321799999996,-0.22477886100000002,0.701850235,0.644781053,0.334832817,0.53099966,-0.713732719,0.255665541,1.974840164,0.371974349,0.403076923
6492,Turkey,2012,male,15-24 years,184,6425966,2.86,8.74E+11,12671,Millenials,Turkey,2012,5.309076309,9.917490959,0.7392805809999999,64.68478394,0.47090321799999996,-0.22477886100000002,0.701850235,0.644781053,0.334832817,0.53099966,-0.713732719,0.255665541,1.974840164,0.371974349,0.403076923
6493,Turkey,2012,female,75+ years,23,1325413,1.74,8.74E+11,12671,Silent,Turkey,2012,5.309076309,9.917490959,0.7392805809999999,64.68478394,0.47090321799999996,-0.22477886100000002,0.701850235,0.644781053,0.334832817,0.53099966,-0.713732719,0.255665541,1.974840164,0.371974349,0.403076923
6494,Turkey,2012,female,15-24 years,94,6140942,1.53,8.74E+11,12671,Millenials,Turkey,2012,5.309076309,9.917490959,0.7392805809999999,64.68478394,0.47090321799999996,-0.22477886100000002,0.701850235,0.644781053,0.334832817,0.53099966,-0.713732719,0.255665541,1.974840164,0.371974349,0.403076923
6495,Turkey,2012,female,25-34 years,78,6314493,1.24,8.74E+11,12671,Millenials,Turkey,2012,5.309076309,9.917490959,0.7392805809999999,64.68478394,0.47090321799999996,-0.22477886100000002,0.701850235,0.644781053,0.334832817,0.53099966,-0.713732719,0.255665541,1.974840164,0.371974349,0.403076923
6496,Turkey,2012,female,35-54 years,113,9539648,1.18,8.74E+11,12671,Generation X,Turkey,2012,5.309076309,9.917490959,0.7392805809999999,64.68478394,0.47090321799999996,-0.22477886100000002,0.701850235,0.644781053,0.334832817,0.53099966,-0.713732719,0.255665541,1.974840164,0.371974349,0.403076923
6497,Turkey,2012,female,55-74 years,55,4925454,1.12,8.74E+11,12671,Boomers,Turkey,2012,5.309076309,9.917490959,0.7392805809999999,64.68478394,0.47090321799999996,-0.22477886100000002,0.701850235,0.644781053,0.334832817,0.53099966,-0.713732719,0.255665541,1.974840164,0.371974349,0.403076923
6498,Turkey,2012,male,5-14 years,24,6503156,0.37,8.74E+11,12671,Generation Z,Turkey,2012,5.309076309,9.917490959,0.7392805809999999,64.68478394,0.47090321799999996,-0.22477886100000002,0.701850235,0.644781053,0.334832817,0.53099966,-0.713732719,0.255665541,1.974840164,0.371974349,0.403076923
6499,Turkey,2012,female,5-14 years,15,6169331,0.24,8.74E+11,12671,Generation Z,Turkey,2012,5.309076309,9.917490959,0.7392805809999999,64.68478394,0.47090321799999996,-0.22477886100000002,0.701850235,0.644781053,0.334832817,0.53099966,-0.713732719,0.255665541,1.974840164,0.371974349,0.403076923
6500,Turkey,2013,male,75+ years,76,915690,8.3,9.51E+11,13603,Silent,Turkey,2013,4.888177395,9.982795715,0.795451164,64.90991211,0.540723383,-0.238963515,0.698064804,0.634615362,0.391873837,0.5383117789999999,-0.750629425,0.242376864,2.208987236,0.451904058,0.403076923
6501,Turkey,2013,male,55-74 years,239,4664864,5.12,9.51E+11,13603,Boomers,Turkey,2013,4.888177395,9.982795715,0.795451164,64.90991211,0.540723383,-0.238963515,0.698064804,0.634615362,0.391873837,0.5383117789999999,-0.750629425,0.242376864,2.208987236,0.451904058,0.403076923
6502,Turkey,2013,male,35-54 years,477,9982233,4.78,9.51E+11,13603,Generation X,Turkey,2013,4.888177395,9.982795715,0.795451164,64.90991211,0.540723383,-0.238963515,0.698064804,0.634615362,0.391873837,0.5383117789999999,-0.750629425,0.242376864,2.208987236,0.451904058,0.403076923
6503,Turkey,2013,male,25-34 years,285,6491205,4.39,9.51E+11,13603,Millenials,Turkey,2013,4.888177395,9.982795715,0.795451164,64.90991211,0.540723383,-0.238963515,0.698064804,0.634615362,0.391873837,0.5383117789999999,-0.750629425,0.242376864,2.208987236,0.451904058,0.403076923
6504,Turkey,2013,male,15-24 years,253,6461036,3.92,9.51E+11,13603,Millenials,Turkey,2013,4.888177395,9.982795715,0.795451164,64.90991211,0.540723383,-0.238963515,0.698064804,0.634615362,0.391873837,0.5383117789999999,-0.750629425,0.242376864,2.208987236,0.451904058,0.403076923
6505,Turkey,2013,female,15-24 years,133,6177538,2.15,9.51E+11,13603,Millenials,Turkey,2013,4.888177395,9.982795715,0.795451164,64.90991211,0.540723383,-0.238963515,0.698064804,0.634615362,0.391873837,0.5383117789999999,-0.750629425,0.242376864,2.208987236,0.451904058,0.403076923
6506,Turkey,2013,female,75+ years,29,1374051,2.11,9.51E+11,13603,Silent,Turkey,2013,4.888177395,9.982795715,0.795451164,64.90991211,0.540723383,-0.238963515,0.698064804,0.634615362,0.391873837,0.5383117789999999,-0.750629425,0.242376864,2.208987236,0.451904058,0.403076923
6507,Turkey,2013,female,55-74 years,73,5052537,1.44,9.51E+11,13603,Boomers,Turkey,2013,4.888177395,9.982795715,0.795451164,64.90991211,0.540723383,-0.238963515,0.698064804,0.634615362,0.391873837,0.5383117789999999,-0.750629425,0.242376864,2.208987236,0.451904058,0.403076923
6508,Turkey,2013,female,25-34 years,87,6322406,1.38,9.51E+11,13603,Millenials,Turkey,2013,4.888177395,9.982795715,0.795451164,64.90991211,0.540723383,-0.238963515,0.698064804,0.634615362,0.391873837,0.5383117789999999,-0.750629425,0.242376864,2.208987236,0.451904058,0.403076923
6509,Turkey,2013,female,35-54 years,118,9808886,1.2,9.51E+11,13603,Generation X,Turkey,2013,4.888177395,9.982795715,0.795451164,64.90991211,0.540723383,-0.238963515,0.698064804,0.634615362,0.391873837,0.5383117789999999,-0.750629425,0.242376864,2.208987236,0.451904058,0.403076923
6510,Turkey,2013,female,5-14 years,23,6148825,0.37,9.51E+11,13603,Generation Z,Turkey,2013,4.888177395,9.982795715,0.795451164,64.90991211,0.540723383,-0.238963515,0.698064804,0.634615362,0.391873837,0.5383117789999999,-0.750629425,0.242376864,2.208987236,0.451904058,0.403076923
6511,Turkey,2013,male,5-14 years,17,6481081,0.26,9.51E+11,13603,Generation Z,Turkey,2013,4.888177395,9.982795715,0.795451164,64.90991211,0.540723383,-0.238963515,0.698064804,0.634615362,0.391873837,0.5383117789999999,-0.750629425,0.242376864,2.208987236,0.451904058,0.403076923
6512,Turkey,2014,male,75+ years,66,952449,6.93,9.34E+11,13170,Silent,Turkey,2014,5.5797944070000005,10.01690006,0.8632882829999999,65.13185883,0.649196088,-0.033587892,0.7640135290000001,0.483358771,0.37732493899999997,0.556478322,-0.7122278209999999,0.155479848,2.3913033009999998,0.428564757,0.403076923
6513,Turkey,2014,male,55-74 years,225,4851259,4.64,9.34E+11,13170,Boomers,Turkey,2014,5.5797944070000005,10.01690006,0.8632882829999999,65.13185883,0.649196088,-0.033587892,0.7640135290000001,0.483358771,0.37732493899999997,0.556478322,-0.7122278209999999,0.155479848,2.3913033009999998,0.428564757,0.403076923
6514,Turkey,2014,male,15-24 years,260,6517033,3.99,9.34E+11,13170,Millenials,Turkey,2014,5.5797944070000005,10.01690006,0.8632882829999999,65.13185883,0.649196088,-0.033587892,0.7640135290000001,0.483358771,0.37732493899999997,0.556478322,-0.7122278209999999,0.155479848,2.3913033009999998,0.428564757,0.403076923
6515,Turkey,2014,male,35-54 years,394,10244541,3.85,9.34E+11,13170,Generation X,Turkey,2014,5.5797944070000005,10.01690006,0.8632882829999999,65.13185883,0.649196088,-0.033587892,0.7640135290000001,0.483358771,0.37732493899999997,0.556478322,-0.7122278209999999,0.155479848,2.3913033009999998,0.428564757,0.403076923
6516,Turkey,2014,male,25-34 years,243,6484352,3.75,9.34E+11,13170,Millenials,Turkey,2014,5.5797944070000005,10.01690006,0.8632882829999999,65.13185883,0.649196088,-0.033587892,0.7640135290000001,0.483358771,0.37732493899999997,0.556478322,-0.7122278209999999,0.155479848,2.3913033009999998,0.428564757,0.403076923
6517,Turkey,2014,female,15-24 years,114,6220032,1.83,9.34E+11,13170,Millenials,Turkey,2014,5.5797944070000005,10.01690006,0.8632882829999999,65.13185883,0.649196088,-0.033587892,0.7640135290000001,0.483358771,0.37732493899999997,0.556478322,-0.7122278209999999,0.155479848,2.3913033009999998,0.428564757,0.403076923
6518,Turkey,2014,female,75+ years,23,1426848,1.61,9.34E+11,13170,Silent,Turkey,2014,5.5797944070000005,10.01690006,0.8632882829999999,65.13185883,0.649196088,-0.033587892,0.7640135290000001,0.483358771,0.37732493899999997,0.556478322,-0.7122278209999999,0.155479848,2.3913033009999998,0.428564757,0.403076923
6519,Turkey,2014,female,55-74 years,79,5233238,1.51,9.34E+11,13170,Boomers,Turkey,2014,5.5797944070000005,10.01690006,0.8632882829999999,65.13185883,0.649196088,-0.033587892,0.7640135290000001,0.483358771,0.37732493899999997,0.556478322,-0.7122278209999999,0.155479848,2.3913033009999998,0.428564757,0.403076923
6520,Turkey,2014,female,35-54 years,109,10070621,1.08,9.34E+11,13170,Generation X,Turkey,2014,5.5797944070000005,10.01690006,0.8632882829999999,65.13185883,0.649196088,-0.033587892,0.7640135290000001,0.483358771,0.37732493899999997,0.556478322,-0.7122278209999999,0.155479848,2.3913033009999998,0.428564757,0.403076923
6521,Turkey,2014,female,25-34 years,65,6325398,1.03,9.34E+11,13170,Millenials,Turkey,2014,5.5797944070000005,10.01690006,0.8632882829999999,65.13185883,0.649196088,-0.033587892,0.7640135290000001,0.483358771,0.37732493899999997,0.556478322,-0.7122278209999999,0.155479848,2.3913033009999998,0.428564757,0.403076923
6522,Turkey,2014,male,5-14 years,21,6469621,0.32,9.34E+11,13170,Generation Z,Turkey,2014,5.5797944070000005,10.01690006,0.8632882829999999,65.13185883,0.649196088,-0.033587892,0.7640135290000001,0.483358771,0.37732493899999997,0.556478322,-0.7122278209999999,0.155479848,2.3913033009999998,0.428564757,0.403076923
6523,Turkey,2014,female,5-14 years,18,6136028,0.29,9.34E+11,13170,Generation Z,Turkey,2014,5.5797944070000005,10.01690006,0.8632882829999999,65.13185883,0.649196088,-0.033587892,0.7640135290000001,0.483358771,0.37732493899999997,0.556478322,-0.7122278209999999,0.155479848,2.3913033009999998,0.428564757,0.403076923
6524,Turkey,2015,male,75+ years,61,986961,6.18,8.60E+11,11961,Silent,Turkey,2015,5.514465332,10.05999851,0.851224601,65.35282135,0.653196752,-0.026482064,0.8060762290000001,0.46024552,0.38229098899999997,0.48608464,-0.930810809,0.056651667,2.530939579,0.458963722,0.403076923
6525,Turkey,2015,male,55-74 years,223,5079228,4.39,8.60E+11,11961,Boomers,Turkey,2015,5.514465332,10.05999851,0.851224601,65.35282135,0.653196752,-0.026482064,0.8060762290000001,0.46024552,0.38229098899999997,0.48608464,-0.930810809,0.056651667,2.530939579,0.458963722,0.403076923
6526,Turkey,2015,male,25-34 years,241,6452161,3.74,8.60E+11,11961,Millenials,Turkey,2015,5.514465332,10.05999851,0.851224601,65.35282135,0.653196752,-0.026482064,0.8060762290000001,0.46024552,0.38229098899999997,0.48608464,-0.930810809,0.056651667,2.530939579,0.458963722,0.403076923
6527,Turkey,2015,male,35-54 years,385,10466600,3.68,8.60E+11,11961,Generation X,Turkey,2015,5.514465332,10.05999851,0.851224601,65.35282135,0.653196752,-0.026482064,0.8060762290000001,0.46024552,0.38229098899999997,0.48608464,-0.930810809,0.056651667,2.530939579,0.458963722,0.403076923
6528,Turkey,2015,male,15-24 years,207,6573627,3.15,8.60E+11,11961,Millenials,Turkey,2015,5.514465332,10.05999851,0.851224601,65.35282135,0.653196752,-0.026482064,0.8060762290000001,0.46024552,0.38229098899999997,0.48608464,-0.930810809,0.056651667,2.530939579,0.458963722,0.403076923
6529,Turkey,2015,female,15-24 years,131,6267398,2.09,8.60E+11,11961,Millenials,Turkey,2015,5.514465332,10.05999851,0.851224601,65.35282135,0.653196752,-0.026482064,0.8060762290000001,0.46024552,0.38229098899999997,0.48608464,-0.930810809,0.056651667,2.530939579,0.458963722,0.403076923
6530,Turkey,2015,female,75+ years,25,1479388,1.69,8.60E+11,11961,Silent,Turkey,2015,5.514465332,10.05999851,0.851224601,65.35282135,0.653196752,-0.026482064,0.8060762290000001,0.46024552,0.38229098899999997,0.48608464,-0.930810809,0.056651667,2.530939579,0.458963722,0.403076923
6531,Turkey,2015,female,25-34 years,72,6288287,1.14,8.60E+11,11961,Millenials,Turkey,2015,5.514465332,10.05999851,0.851224601,65.35282135,0.653196752,-0.026482064,0.8060762290000001,0.46024552,0.38229098899999997,0.48608464,-0.930810809,0.056651667,2.530939579,0.458963722,0.403076923
6532,Turkey,2015,female,35-54 years,109,10293526,1.06,8.60E+11,11961,Generation X,Turkey,2015,5.514465332,10.05999851,0.851224601,65.35282135,0.653196752,-0.026482064,0.8060762290000001,0.46024552,0.38229098899999997,0.48608464,-0.930810809,0.056651667,2.530939579,0.458963722,0.403076923
6533,Turkey,2015,female,55-74 years,42,5456986,0.77,8.60E+11,11961,Boomers,Turkey,2015,5.514465332,10.05999851,0.851224601,65.35282135,0.653196752,-0.026482064,0.8060762290000001,0.46024552,0.38229098899999997,0.48608464,-0.930810809,0.056651667,2.530939579,0.458963722,0.403076923
6534,Turkey,2015,female,5-14 years,18,6100840,0.3,8.60E+11,11961,Generation Z,Turkey,2015,5.514465332,10.05999851,0.851224601,65.35282135,0.653196752,-0.026482064,0.8060762290000001,0.46024552,0.38229098899999997,0.48608464,-0.930810809,0.056651667,2.530939579,0.458963722,0.403076923
6535,Turkey,2015,male,5-14 years,18,6435462,0.28,8.60E+11,11961,Generation Z,Turkey,2015,5.514465332,10.05999851,0.851224601,65.35282135,0.653196752,-0.026482064,0.8060762290000001,0.46024552,0.38229098899999997,0.48608464,-0.930810809,0.056651667,2.530939579,0.458963722,0.403076923
6608,Ukraine,2006,male,75+ years,562,825192,68.11,1.08E+11,2418,Silent,Ukraine,2006,4.803954124,8.965472221,0.852453351,60.40684891,0.623814106,-0.238632381,0.929431498,0.6215201020000001,0.249234051,0.15470925,0.006907273,-0.640156686,1.972031951,0.41050183799999995,0.266
